geocodenum,hsppl2000,parproper2000,parnonproper2000,aptpro2000,hspro2000,hsgeo2000,hi_ses_hs2000,low_ses_hs2000,hi_ses_sigungu2000,low_ses_sigungu2000,d_par_hs2000,d_par_sido2000,x_par_hs_low2000,x_par_sido_low2000,hsppl2005,parproper2005,parnonproper2005,aptpro2005,hspro2005,hsgeo2005,hi_ses_hs2005,low_ses_hs2005,hi_ses_sigungu2005,low_ses_sigungu2005,d_par_hs2005,d_par_sido2005,x_par_hs_low2005,x_par_sido_low2005,hsppl2010,parproper2010,parnonproper2010,aptpro2010,hspro2010,hsgeo2010,hi_ses_hs2010,low_ses_hs2010,hi_ses_sigungu2010,low_ses_sigungu2010,d_par_hs2010,d_par_sido2010,x_par_hs_low2010,x_par_sido_low2010,hsppl2015,parproper2015,parnonproper2015,aptpro2015,hspro2015,hsgeo2015,hi_ses_hs2015,low_ses_hs2015,hi_ses_sigungu2015,low_ses_sigungu2015,d_par_hs2015,d_par_sido2015,x_par_hs_low2015,x_par_sido_low2015,hsppl2020,parproper2020,parnonproper2020,aptpro2020,hspro2020,hsgeo2020,hi_ses_hs2020,low_ses_hs2020,hi_ses_sigungu2020,low_ses_sigungu2020,d_par_hs2020,d_par_sido2020,x_par_hs_low2020,x_par_sido_low2020,geo2
34080,192,2.0833333,67.708336,25,75,340801,1,109,4,130,.58846152,.29038283,.027814684,.072144568,177,11.299435,59.322033,45.762711,54.237289,340801,6,64,20,105,.30952382,.21923767,.15163884,.18014085,140,4.2857141,52.857143,57.142857,42.857143,340801,4,41,6,74,.11261261,.24289097,.074731871,.17217346,194,11.340206,40.721649,69.072166,30.927835,340802,21,41,22,79,.43555811,.19838464,.18811969,.24784492,241,11.20332,28.215767,75.933609,24.066391,340801,4,27,27,68,.24891068,.21407397,.26791537,.31860358,충청남도 당진시
34310,79,2.5316455,78.48101,16.455696,83.544304,343101,2,56,2,62,.096774191,.29038283,.031145718,.072144568,66,7.5757575,78.78788,21.212122,78.78788,343101,2,45,5,52,.4653846,.21923767,.077209495,.18014085,77,1.2987013,68.831169,38.96104,61.03896,343102,1,20,1,53,.6226415,.24289097,.017969452,.17217346,67,8.955224,49.253731,32.835819,67.164177,343101,6,27,6,33,.18181819,.19838464,.14876033,.24784492,78,6.4102564,39.743591,39.743591,60.256409,343101,3,22,5,31,.10967742,.21407397,.13794722,.31860358,충청남도 금산군
34330,131,6.8702292,69.465652,12.977099,87.022903,343301,6,84,9,91,.25641027,.29038283,.084615387,.072144568,119,9.2436972,73.109245,21.84874,78.15126,343301,4,74,11,87,.48693836,.21923767,.095918067,.18014085,92,2.173913,76.08696,13.043478,86.95652,343301,1,63,2,70,.40000001,.24289097,.026562501,.17217346,87,8.0459766,56.321838,18.390804,81.609192,343301,6,42,7,49,0,.19838464,.125,.24784492,59,10.169492,42.372883,50.847458,49.152542,343301,3,12,6,25,.02,.21407397,.1935,.31860358,충청남도 부여군
34340,93,5.3763442,65.5914,11.827957,88.172043,343401,5,55,5,61,.098360658,.29038283,.075136609,.072144568,74,8.1081085,58.108109,14.864865,85.135132,343401,4,40,6,43,.2635659,.21923767,.11247357,.18014085,64,3.125,46.875,31.25,68.75,343401,0,27,2,30,.89999998,.24289097,.039999999,.17217346,55,12.727273,45.454544,30.90909,69.090912,343401,5,19,7,25,.045714285,.19838464,.21833333,.24784492,59,18.644068,38.983051,54.237289,45.762711,343401,6,13,11,23,.019762846,.21407397,.32341725,.31860358,충청남도 서천군
34350,69,0,76.811592,4.347826,95.652176,343501,0,51,0,53,0,.29038283,0,.072144568,60,5,60,15,85,343501,2,34,3,36,.27777779,.21923767,.070987657,.18014085,60,6.6666665,60,26.666666,73.333336,343502,2,10,4,36,.22222222,.24289097,.097883597,.17217346,43,6.9767442,58.139534,23.255814,76.744186,343501,3,22,3,25,.12,.19838464,.1056,.24784492,41,7.3170733,41.463413,48.780487,51.219513,343502,0,9,3,17,.52941179,.21407397,.12834224,.31860358,충청남도 청양군
34360,139,6.4748201,64.748199,21.582733,78.417267,343601,2,77,9,90,.63333333,.29038283,.072215192,.072144568,130,10,54.615383,41.53846,58.46154,343602,9,17,13,71,.45287108,.21923767,.13533455,.18014085,134,14.179105,44.776119,58.208954,41.791046,343601,3,41,19,60,.52543861,.24289097,.19135281,.17217346,127,15.748032,33.070866,62.992126,37.007874,343601,4,25,20,42,.3952381,.19838464,.27835,.24784492,124,19.354839,22.580645,79.032257,20.967741,343602,21,18,24,28,.23214285,.21407397,.42857143,.31860358,충청남도 홍성군
34370,147,2.7210884,74.149658,21.768707,78.231293,343701,2,96,4,109,.38073394,.29038283,.033876304,.072144568,113,8.8495579,62.83186,35.398232,64.601768,343701,6,50,10,71,.10422535,.21923767,.12277666,.18014085,128,6.25,50,56.25,43.75,343701,3,34,8,64,.15625,.24289097,.11003861,.17217346,78,10.256411,43.589745,51.282051,48.717949,343702,4,15,8,34,.05882353,.19838464,.19006597,.24784492,82,14.634147,43.902439,65.853661,34.146343,343701,5,13,12,36,.055555556,.21407397,.24938272,.31860358,충청남도 예산군
34380,92,1.0869565,79.347824,13.043478,86.95652,343801,1,68,1,73,.06849315,.29038283,.013500099,.072144568,87,8.0459766,54.022987,35.632183,64.367813,343802,3,9,7,47,.23708206,.21923767,.12487336,.18014085,88,6.818182,53.409092,34.090908,65.909088,343801,2,36,6,47,.4326241,.24289097,.10272489,.17217346,46,4.347826,54.347828,30.434782,69.565216,343801,1,18,2,25,.22,.19838464,.072894737,.24784492,60,10,31.666666,48.333332,51.666668,343801,3,12,6,19,.13157895,.21407397,.23684211,.31860358,충청남도 태안군
35010,1187,11.625948,48.525696,67.396797,32.603203,350101,19,263,138,576,.31891605,.28444463,.18045098,.10651134,1095,21.369864,38.447487,75.707764,24.292238,350102,215,266,234,421,.28697443,.25963199,.32262093,.20755529,1062,19.868174,31.544256,76.647835,23.352165,350101,20,123,211,335,.27237746,.26825091,.35128126,.22194944,899,23.470522,27.252502,76.640709,23.359287,350102,185,150,211,245,.26453236,.27979475,.42142466,.27637091,778,27.763496,19.023136,81.1054,18.894602,350101,28,58,216,148,.26226225,.30563229,.53883129,.34554672,전라북도 전주시
35020,494,6.2753038,58.502026,57.692307,42.307693,350201,3,161,31,289,.46031922,.28444463,.089686789,.10651134,460,15,48.260868,68.91304,31.086956,350201,7,101,69,222,.35350567,.25963199,.2141479,.20755529,375,12.8,42.666668,73.599998,26.4,350201,8,52,48,160,.15833333,.26825091,.22576576,.22194944,348,15.517241,32.758621,80.45977,19.54023,350202,45,81,54,114,.12280702,.27979475,.31578946,.27637091,277,17.689531,27.436823,80.866425,19.133574,350202,43,56,49,76,.14070891,.30563229,.38077128,.34554672,전라북도 군산시
35030,608,8.5526314,60.855263,58.717106,41.282894,350301,10,187,52,370,.31309772,.28444463,.11797942,.10651134,560,14.642858,51.42857,67.85714,32.142857,350301,6,124,82,288,.35738483,.25963199,.20019586,.20755529,451,14.190687,47.006653,72.062088,27.937916,350301,9,74,64,212,.2084316,.26825091,.22335151,.22194944,374,12.834225,39.572193,74.331551,25.668449,350302,38,95,48,148,.14977477,.27979475,.24024025,.27637091,261,13.409962,23.754789,81.609192,18.390804,350302,26,45,35,62,.017050691,.30563229,.36070144,.34554672,전라북도 익산시
35040,205,4.390244,65.853661,40.487804,59.512196,350401,2,86,9,135,.4148148,.28444463,.059848484,.10651134,188,8.5106382,64.893616,42.021278,57.978722,350401,6,86,16,122,.32991803,.25963199,.11012117,.20755529,217,8.7557602,46.543777,53.917049,46.082951,350401,8,51,19,101,.083897866,.26825091,.15773909,.22194944,181,12.154696,46.961327,65.193367,34.806629,350401,5,34,22,85,.17272727,.27979475,.20128205,.27637091,188,13.297873,36.702129,68.085106,31.914894,350401,8,31,25,69,.12927537,.30563229,.26238301,.34554672,전라북도 정읍시
35050,118,2.5423729,73.728813,35.59322,64.406776,350501,0,63,3,87,.7241379,.28444463,.03065134,.10651134,186,10.215054,63.440861,41.39785,58.60215,350501,6,79,19,118,.35370204,.25963199,.12988535,.20755529,160,5.625,51.25,37.5,62.5,350501,5,63,9,82,.21273713,.26825091,.096789032,.22194944,169,5.3254437,47.928993,44.378696,55.621304,350501,3,50,9,81,.28395063,.27979475,.097002663,.27637091,145,11.034483,32.413792,55.862068,44.137932,350502,12,19,16,47,.34574467,.30563229,.23095402,.34554672,전라북도 남원시
35060,134,1.4925373,79.850746,22.38806,77.611938,350601,1,89,2,107,.3317757,.28444463,.018095862,.10651134,139,7.1942444,68.345322,30.215828,69.784172,350601,4,74,10,95,.37894738,.25963199,.089068823,.20755529,98,7.1428571,66.32653,48.979591,51.020409,350601,4,35,7,65,.032967035,.26825091,.097184867,.22194944,80,10,43.75,57.5,42.5,350602,4,14,8,35,.1,.27979475,.18488888,.27637091,123,8.1300812,36.585365,69.918701,30.081301,350602,10,28,10,45,.37777779,.30563229,.16374269,.34554672,전라북도 김제시
35310,90,0,83.333336,16.666666,83.333336,353102,0,10,0,75,0,.28444463,0,.10651134,88,6.818182,64.772728,38.636364,61.363636,353102,4,19,6,57,.33333334,.25963199,.091304347,.20755529,112,7.1428571,46.42857,49.107143,50.892857,353101,2,41,8,52,.53846157,.26825091,.11133327,.22194944,119,12.605042,38.65546,54.621849,45.378151,353101,9,27,15,46,.013043478,.27979475,.24586956,.27637091,117,11.965812,36.752136,71.794868,28.205128,353102,12,24,14,43,.29900333,.30563229,.22812846,.34554672,전라북도 완주군
35320,47,2.1276596,72.340424,6.3829789,93.61702,353201,1,32,1,34,.05882353,.28444463,.028520498,.10651134,34,0,82.352943,14.705882,85.294121,353201,0,25,0,28,0,.25963199,0,.20755529,46,4.347826,50,26.086956,73.91304,353201,2,19,2,23,.17391305,.26825091,.07867495,.22194944,30,10,46.666668,20,80,353201,2,12,3,14,.19047619,.27979475,.17006803,.27637091,36,8.333333,44.444443,27.777779,72.222221,353201,2,13,3,16,.14583333,.30563229,.15520833,.34554672,전라북도 진안군
35330,61,3.2786884,75.409836,0,100,353301,2,46,2,46,0,.28444463,.041666668,.10651134,38,2.6315789,63.157894,21.052631,78.947365,353301,0,22,1,24,.91666669,.25963199,.027777778,.20755529,44,4.5454545,56.81818,31.818182,68.181816,353301,1,19,2,25,.25999999,.26825091,.072285712,.22194944,38,10.526316,47.36842,31.578947,68.421051,353301,3,15,4,18,.083333336,.27979475,.18055555,.27637091,36,8.333333,38.888889,50,50,353301,2,7,3,14,.16666667,.30563229,.1736111,.34554672,전라북도 무주군
35340,63,4.7619047,76.190475,0,100,353401,3,48,3,48,0,.28444463,.05882353,.10651134,31,0,74.19355,0,100,353401,0,23,0,23,0,.25963199,0,.20755529,31,9.6774197,61.290321,3.2258065,96.774193,353401,3,18,3,19,.052631579,.26825091,.13533835,.22194944,34,11.764706,55.882355,23.529411,76.470589,353401,2,17,4,19,.39473686,.27979475,.14681441,.27637091,42,11.904762,28.571428,26.190475,73.809525,353401,3,10,5,12,.23333333,.30563229,.27564102,.34554672,전라북도 장수군
35350,54,1.8518518,72.222221,18.518518,81.481483,353501,0,36,1,39,.92307693,.28444463,.01923077,.10651134,61,6.5573769,68.852463,18.032787,81.967216,353501,3,37,4,42,.13095239,.25963199,.085912697,.20755529,66,9.090909,63.636364,21.212122,78.78788,353501,5,34,6,42,.023809524,.26825091,.12494913,.22194944,43,9.3023252,44.186047,32.55814,67.441864,353502,2,5,4,19,.23684211,.27979475,.16729324,.27637091,36,5.5555553,52.777779,44.444443,55.555557,353501,2,10,2,19,.47368422,.30563229,.087719299,.34554672,전라북도 임실군
35360,58,1.7241379,87.931038,8.6206894,91.379311,353601,1,48,1,51,.05882353,.28444463,.019207682,.10651134,56,3.5714285,69.64286,10.714286,89.285713,353601,2,36,2,39,.07692308,.25963199,.048582997,.20755529,67,5.970149,59.701492,35.820896,64.179108,353601,1,35,4,40,.625,.26825091,.071180552,.22194944,39,10.256411,46.153847,20.512821,79.487183,353601,3,16,4,18,.1388889,.27979475,.17738791,.27637091,68,13.235294,39.705883,41.176472,58.823528,353601,6,19,9,27,.037037037,.30563229,.24969697,.34554672,전라북도 순창군
35370,100,7,70,18,82,353701,3,64,7,70,.48571429,.28444463,.075223878,.10651134,92,7.6086955,67.391304,19.565218,80.434784,353701,5,56,7,62,.18894009,.25963199,.098228447,.20755529,87,3.4482758,63.218391,34.482758,65.517242,353701,1,38,3,55,.35757574,.26825091,.050251503,.22194944,61,3.2786884,59.016392,24.590164,75.409836,353701,2,30,2,36,.16666667,.27979475,.052083332,.27637091,67,11.940298,35.820896,37.313435,62.686565,353701,4,17,8,24,.20833333,.30563229,.24098124,.34554672,전라북도 고창군
35380,100,1,75,20,80,353801,1,61,1,75,.18666667,.28444463,.013118279,.10651134,79,8.8607597,67.088608,20.253164,79.746834,353801,3,46,7,53,.43935311,.25963199,.10116568,.20755529,74,9.4594593,48.648647,33.783783,66.216217,353802,6,8,7,36,.63492066,.26825091,.12205802,.22194944,63,7.9365077,50.793652,33.333332,66.666664,353802,3,9,5,32,.31874999,.27979475,.1278125,.27637091,51,3.9215686,33.333332,52.941177,47.058823,353801,0,13,2,17,.7647059,.30563229,.078431375,.34554672,전라북도 부안군
36010,492,6.9105692,58.739838,49.796749,50.203251,360101,2,174,34,289,.54325259,.33919296,.093464658,.059624396,445,17.078651,48.988766,67.19101,32.80899,360102,68,115,76,218,.3672139,.29497463,.23007186,.16788612,352,9.659091,45.454544,69.318184,30.681818,360101,2,70,34,160,.37867647,.24910568,.15969376,.1327153,383,12.532637,33.942558,74.151436,25.848564,360102,46,73,48,130,.39679489,.18469664,.23192839,.20569305,289,10.726644,35.640137,86.159172,13.840831,360102,27,81,31,103,.084559977,.21093991,.22946228,.2594794,전라남도 목포시
36020,636,4.4025159,59.27673,56.132076,43.867924,360201,5,200,28,377,.35193256,.33919296,.066931166,.059624396,496,14.717742,48.387096,65.322578,34.677418,360201,13,109,73,240,.27608448,.29497463,.21986078,.16788612,435,10.804598,43.448277,73.793106,26.206896,360201,6,65,47,189,.21625577,.24910568,.19209036,.1327153,372,11.290322,33.60215,77.956985,22.043011,360202,40,78,42,125,.32838094,.18469664,.22687237,.20569305,231,11.688312,31.168831,78.78788,21.212122,360202,26,48,27,72,.2962963,.21093991,.24756756,.2594794,전라남도 여수시
36030,549,8.7431698,54.826958,62.112934,37.887066,360301,9,142,48,301,.28426081,.33919296,.13216531,.059624396,554,18.953068,43.501804,73.285202,26.714802,360301,10,99,105,241,.3155503,.29497463,.27386889,.16788612,397,12.846348,39.5466,76.070526,23.929472,360301,7,54,51,157,.20669414,.24910568,.23583856,.1327153,391,14.32225,36.061382,75.703323,24.296675,360301,7,55,56,141,.26507092,.18469664,.26542193,.20569305,263,19.391636,24.3346,83.269958,16.730038,360302,47,43,51,64,.24969363,.21093991,.40336806,.2594794,전라남도 순천시
36040,152,.65789473,79.605263,25.657894,74.342102,360401,0,99,1,121,.81818181,.33919296,.0079051387,.059624396,104,8.6538458,64.42308,32.692307,67.307693,360401,1,58,9,67,.75456053,.29497463,.077885747,.16788612,139,3.5971222,56.115108,46.762589,53.237411,360401,1,52,5,78,.46666667,.24910568,.05702306,.1327153,129,12.403101,44.961239,55.813953,44.186047,360401,2,35,16,58,.47844827,.18469664,.18266542,.20569305,151,20.5298,33.112583,76.158943,23.841059,360402,29,29,31,50,.35548386,.21093991,.32652172,.2594794,전라남도 나주시
36060,276,3.2608695,63.405796,67.391304,32.608696,360602,8,103,9,175,.30031747,.33919296,.048055571,.059624396,286,10.489511,55.594406,66.783218,33.216782,360602,24,98,30,159,.1836478,.29497463,.15560614,.16788612,192,4.1666665,50,81.25,18.75,360602,7,80,8,96,.041666668,.24910568,.07685373,.1327153,233,10.729613,41.630901,79.399139,20.600859,360602,19,74,25,97,.002886598,.18469664,.20491649,.20569305,232,11.637931,34.913792,80.172417,19.827587,360602,23,61,27,81,.098765433,.21093991,.24735449,.2594794,전라남도 광양시
36310,69,0,79.710144,7.246377,92.753624,363101,0,53,0,55,0,.33919296,0,.059624396,59,6.7796612,72.881355,6.7796612,93.220337,363101,3,42,4,43,.22674419,.29497463,.076744184,.16788612,45,8.8888893,55.555557,13.333333,86.666664,363101,4,24,4,25,.039999999,.24910568,.13714285,.1327153,51,5.8823528,39.215687,23.529411,76.470589,363102,1,4,3,20,.13333334,.18469664,.12888889,.20569305,44,11.363636,38.636364,22.727272,77.272728,363101,5,12,5,17,.29411766,.21093991,.20761245,.2594794,전라남도 담양군
36320,41,0,82.926826,2.4390244,97.560974,363201,0,34,0,34,0,.33919296,0,.059624396,56,5.3571429,76.785713,12.5,87.5,363201,3,40,3,43,.069767445,.29497463,.064899944,.16788612,63,4.7619047,60.317459,25.396826,74.603172,363201,2,32,3,38,.1754386,.24910568,.072091997,.1327153,65,3.0769231,41.53846,32.307693,67.692307,363201,1,22,2,27,.31481481,.18469664,.06629093,.20569305,55,12.727273,45.454544,38.18182,61.81818,363202,2,10,7,25,.11428571,.21093991,.21666667,.2594794,전라남도 곡성군
36330,46,2.173913,65.217392,10.869565,89.130432,363301,1,26,1,30,.13333334,.33919296,.032098766,.059624396,40,7.5,72.5,17.5,82.5,363301,3,26,3,29,.10344828,.29497463,.092746727,.16788612,62,3.2258065,56.451614,17.741936,82.258064,363301,2,30,2,35,.14285715,.24910568,.053571429,.1327153,36,8.333333,41.666668,27.777779,72.222221,363302,2,3,3,15,.46666667,.18469664,.14153846,.20569305,52,17.307692,40.384617,30.76923,69.230766,363301,6,15,9,21,.047619049,.21093991,.29931971,.2594794,전라남도 구례군
36350,118,1.6949153,73.728813,10.169492,89.830505,363501,0,83,2,87,.954023,.33919296,.01532567,.059624396,92,3.2608695,71.739128,9.782609,90.217392,363501,1,61,3,66,.59090906,.29497463,.036552157,.16788612,66,3.030303,57.575756,12.121212,87.878784,363501,2,35,2,38,.078947365,.24910568,.049786627,.1327153,61,8.1967211,44.262295,19.672131,80.327866,363501,4,25,5,27,.12592593,.18469664,.15240528,.20569305,58,6.8965516,37.931034,17.241379,82.758621,363501,2,17,4,22,.27272728,.21093991,.14627478,.2594794,전라남도 고흥군
36360,76,0,73.684212,10.526316,89.473686,363601,0,53,0,56,0,.33919296,0,.059624396,70,5.7142859,62.857143,31.428572,68.571426,363601,2,32,4,44,.22727273,.29497463,.081741787,.16788612,71,2.8169014,56.338028,26.760563,73.239433,363602,0,8,2,40,.2,.24910568,.047058824,.1327153,49,8.1632652,48.979591,24.489796,75.510201,363601,2,19,4,24,.29166666,.18469664,.13492064,.20569305,49,8.1632652,44.897961,30.612246,69.387756,363602,1,2,4,22,.15909091,.21093991,.14888011,.2594794,전라남도 보성군
36370,100,6,64,47,53,363701,2,41,6,64,.30729166,.33919296,.08303725,.059624396,104,19.23077,50,50.96154,49.03846,363702,14,23,20,52,.25769231,.29497463,.26296407,.16788612,82,8.5365858,50,65.853661,34.146343,363702,6,21,7,41,.34494773,.24910568,.13704994,.1327153,68,16.17647,38.235294,52.941177,47.058823,363701,5,17,11,26,.19930071,.18469664,.28706294,.20569305,61,13.114754,40.983608,49.180328,50.819672,363702,5,7,8,25,.345,.21093991,.2195238,.2594794,전라남도 화순군
36380,84,3.5714285,75,8.333333,91.666664,363801,2,61,3,63,.30158731,.33919296,.041320231,.059624396,48,4.1666665,77.083336,12.5,87.5,363801,0,35,2,37,.94594592,.29497463,.027027028,.16788612,72,4.1666665,51.388889,20.833334,79.166664,363801,3,35,3,37,.054054055,.24910568,.074679941,.1327153,49,14.285714,34.693878,22.44898,77.551018,363801,4,15,7,17,.31092438,.18469664,.25634676,.20569305,48,4.1666665,45.833332,29.166666,70.833336,363801,2,17,2,22,.22727273,.21093991,.081339709,.2594794,전라남도 장흥군
36390,56,7.1428571,75,12.5,87.5,363901,2,40,4,42,.45238096,.33919296,.069160998,.059624396,65,1.5384616,69.230766,3.0769231,96.92308,363901,1,44,1,45,.022222223,.29497463,.021728395,.16788612,68,7.352941,58.823528,16.17647,83.823532,363901,3,38,5,40,.34999999,.24910568,.094512194,.1327153,46,10.869565,50,28.26087,71.739128,363901,3,20,5,23,.26956522,.18469664,.16559546,.20569305,70,20,28.571428,51.42857,48.57143,363902,12,8,14,20,.45714286,.21093991,.32571429,.2594794,전라남도 강진군
36400,111,3.6036036,74.774773,17.117117,82.882881,364001,2,74,4,83,.39156628,.33919296,.043177493,.059624396,116,5.1724138,63.793102,28.448277,71.551727,364001,1,63,6,74,.68468469,.29497463,.059755068,.16788612,76,7.8947368,57.894737,27.631578,72.368423,364001,4,35,6,44,.12878788,.24910568,.11877517,.1327153,81,6.1728396,49.382717,30.864197,69.135803,364001,3,33,5,40,.22499999,.18469664,.10763889,.20569305,84,8.333333,51.190475,41.666668,58.333332,364001,3,31,7,43,.29235882,.21093991,.13337894,.2594794,전라남도 해남군
36410,87,1.1494253,74.712646,32.183907,67.816093,364101,1,50,1,65,.23076923,.33919296,.015082956,.059624396,104,5.7692308,66.346153,25.961538,74.03846,364101,4,55,6,69,.13043478,.29497463,.079403095,.16788612,61,3.2786884,57.377048,32.786884,67.213112,364101,2,23,2,35,.34285715,.24910568,.052571427,.1327153,87,8.0459766,44.827587,50.574711,49.425289,364102,4,23,7,39,.018315019,.18469664,.15214674,.20569305,91,6.5934067,39.56044,60.43956,39.56044,364101,2,15,6,36,.083333336,.21093991,.14235294,.2594794,전라남도 영암군
36420,77,0,83.116882,0,100,364201,0,64,0,64,0,.33919296,0,.059624396,72,8.333333,69.444443,19.444445,80.555557,364201,3,46,6,50,.41999999,.29497463,.090612248,.16788612,104,7.6923075,51.923077,62.5,37.5,364202,4,27,8,54,0,.24910568,.12903225,.1327153,108,7.4074073,35.185184,62.037037,37.962963,364202,8,13,8,38,.65789473,.18469664,.13032581,.20569305,105,25.714285,34.285713,66.666664,33.333332,364202,20,19,27,36,.21296297,.21093991,.40838677,.2594794,전라남도 무안군
36430,35,0,94.285713,8.5714283,91.428574,364301,0,31,0,33,0,.33919296,0,.059624396,49,2.0408163,79.591835,12.244898,87.755104,364301,1,39,1,39,0,.29497463,.025,.16788612,61,1.6393442,70.491806,6.5573769,93.442619,364301,1,41,1,43,.046511628,.24910568,.022702103,.1327153,45,15.555555,42.222221,20,80,364301,4,19,7,19,.42857143,.18469664,.17391305,.20569305,36,8.333333,44.444443,27.777779,72.222221,364302,2,2,3,16,.54166669,.21093991,.12083333,.2594794,전라남도 함평군
36440,89,3.3707864,67.415733,29.213484,70.786514,364401,0,50,3,60,.83333331,.33919296,.03846154,.059624396,99,11.111111,54.545456,27.272728,72.727272,364401,4,52,11,54,.59932661,.29497463,.097589657,.16788612,50,8,54,40,60,364402,2,8,4,27,.2037037,.24910568,.12627865,.1327153,56,7.1428571,51.785713,35.714287,64.285713,364401,2,23,4,29,.29310346,.18469664,.11517242,.20569305,61,14.754098,42.622952,55.737705,44.262295,364401,3,14,9,26,.20512821,.21093991,.24886878,.2594794,전라남도 영광군
36450,62,1.6129032,69.354836,16.129032,83.870964,364501,1,43,1,43,0,.33919296,.022727273,.059624396,69,4.347826,55.072464,18.84058,81.159424,364501,3,36,3,38,.052631579,.29497463,.072874494,.16788612,60,10,41.666668,41.666668,58.333332,364502,4,8,6,25,.34666666,.24910568,.17824562,.1327153,60,13.333333,35,58.333332,41.666668,364502,6,10,8,21,.27380952,.18469664,.25915751,.20569305,64,15.625,31.25,53.125,46.875,364502,6,10,10,20,.1,.21093991,.33035713,.2594794,전라남도 장성군
36460,80,0,78.75,10,90,364601,0,59,0,63,0,.33919296,0,.059624396,61,9.8360653,67.213112,11.47541,88.52459,364601,4,37,6,41,.23577236,.29497463,.12056316,.16788612,104,7.6923075,53.846153,11.538462,88.46154,364601,8,55,8,56,.017857144,.24910568,.12471655,.1327153,70,2.8571429,54.285713,15.714286,84.285713,364601,1,38,2,38,.5,.18469664,.025641026,.20569305,65,7.6923075,41.53846,12.307693,87.692307,364601,4,27,5,27,.2,.21093991,.12903225,.2594794,전라남도 완도군
36470,66,0,78.78788,0,100,364701,0,52,0,52,0,.33919296,0,.059624396,38,5.2631578,71.052635,2.6315789,97.368423,364701,2,26,2,27,.037037037,.29497463,.068783067,.16788612,60,8.333333,58.333332,11.666667,88.333336,364702,4,1,5,35,.77142859,.24910568,.050612245,.1327153,39,5.1282053,56.410255,12.820513,87.179489,364701,1,22,2,22,.5,.18469664,.043478262,.20569305,39,10.256411,41.025642,33.333332,66.666664,364702,1,3,4,16,.0625,.21093991,.19921875,.2594794,전라남도 진도군
36480,43,0,93.023254,0,100,364801,0,40,0,40,0,.33919296,0,.059624396,48,0,83.333336,0,100,364801,0,40,0,40,0,.29497463,0,.16788612,56,1.7857143,75,0,100,364801,1,42,1,42,0,.24910568,.023255814,.1327153,46,2.173913,60.869564,0,100,364801,1,28,1,28,0,.18469664,.034482758,.20569305,42,11.904762,50,2.3809524,97.619049,364802,0,0,5,21,0,.21093991,.1923077,.2594794,전라남도 신안군
37010,1119,6.7917786,61.304737,56.568363,43.431637,370101,11,380,76,686,.40919903,.19712579,.09373527,.076745719,885,15.706215,44.971752,67.005653,32.99435,370101,23,175,139,398,.27423087,.1848518,.24280168,.18531224,659,10.015175,44.309559,69.347496,30.652504,370101,9,125,66,292,.29171854,.15297081,.17428444,.13402171,598,12.040133,32.775921,76.421402,23.578596,370102,67,128,72,196,.27749434,.15244661,.24814807,.21928908,581,15.490534,26.333906,80.550774,19.449226,370101,8,54,90,153,.2640523,.17879358,.33868346,.30555898,경상북도 포항시
37020,472,5.2966104,59.745762,44.491524,55.508476,370201,3,178,25,282,.51120567,.19712579,.074854635,.076745719,455,16.043957,48.131866,58.241756,41.758244,370201,13,128,73,219,.40639269,.1848518,.21899708,.18531224,310,9.032258,48.709679,55.161289,44.838711,370201,9,77,28,151,.1885052,.15297081,.15348622,.13402171,284,13.028169,38.028168,59.507042,40.492958,370201,12,51,37,108,.1478979,.15244661,.25085494,.21928908,197,20.812183,27.918781,68.527916,31.472082,370201,8,22,41,55,.20487805,.17879358,.40666667,.30555898,경상북도 경주시
37030,256,3.125,63.671875,39.84375,60.15625,370301,3,117,8,163,.34279141,.19712579,.045612294,.076745719,235,12.340425,64.255318,41.276596,58.723404,370301,8,106,29,151,.42612469,.1848518,.14408462,.18531224,200,7,52,50,50,370301,5,68,14,104,.29670331,.15297081,.11401475,.13402171,171,11.111111,38.011696,60.818714,39.181286,370302,13,24,19,65,.31497976,.15244661,.21025346,.21928908,193,16.580311,32.124352,74.093262,25.906736,370302,31,32,32,62,.45262095,.17879358,.269577,.30555898,경상북도 김천시
37040,282,7.8014183,60.638298,48.581562,51.418438,370401,2,110,22,171,.55236578,.19712579,.099567331,.076745719,252,16.269842,47.619049,53.968254,46.031746,370401,11,69,41,120,.30670732,.1848518,.23646991,.18531224,228,12.280702,43.421051,61.842106,38.157894,370401,6,58,28,99,.37157288,.15297081,.19954506,.13402171,205,12.682927,33.170731,62.92683,37.07317,370401,3,41,26,68,.48755655,.15244661,.22375669,.21928908,186,22.043011,23.11828,70.967743,29.032259,370401,3,20,41,43,.39194554,.17879358,.3938736,.30555898,경상북도 안동시
37050,733,6.4120054,54.024555,60.027287,39.972713,370501,7,206,47,396,.37126586,.19712579,.10053897,.076745719,789,12.420786,50.190113,64.638786,35.361217,370501,14,175,98,396,.29906204,.1848518,.1864357,.18531224,656,6.5548782,51.524391,72.865852,27.134146,370501,7,107,43,338,.15377735,.15297081,.11158652,.13402171,636,9.9056606,39.465408,75.786163,24.213837,370502,55,166,63,251,.21166129,.15244661,.19372129,.21928908,421,11.163896,28.978622,84.08551,15.91449,370502,42,94,47,122,.12312522,.17879358,.27271998,.30555898,경상북도 구미시
