geocodenum,hsppl2000,parproper2000,parnonproper2000,aptpro2000,hspro2000,hsgeo2000,hi_ses_hs2000,low_ses_hs2000,hi_ses_sigungu2000,low_ses_sigungu2000,d_par_hs2000,d_par_sido2000,x_par_hs_low2000,x_par_sido_low2000,hsppl2005,parproper2005,parnonproper2005,aptpro2005,hspro2005,hsgeo2005,hi_ses_hs2005,low_ses_hs2005,hi_ses_sigungu2005,low_ses_sigungu2005,d_par_hs2005,d_par_sido2005,x_par_hs_low2005,x_par_sido_low2005,hsppl2010,parproper2010,parnonproper2010,aptpro2010,hspro2010,hsgeo2010,hi_ses_hs2010,low_ses_hs2010,hi_ses_sigungu2010,low_ses_sigungu2010,d_par_hs2010,d_par_sido2010,x_par_hs_low2010,x_par_sido_low2010,hsppl2015,parproper2015,parnonproper2015,aptpro2015,hspro2015,hsgeo2015,hi_ses_hs2015,low_ses_hs2015,hi_ses_sigungu2015,low_ses_sigungu2015,d_par_hs2015,d_par_sido2015,x_par_hs_low2015,x_par_sido_low2015,hsppl2020,parproper2020,parnonproper2020,aptpro2020,hspro2020,hsgeo2020,hi_ses_hs2020,low_ses_hs2020,hi_ses_sigungu2020,low_ses_sigungu2020,d_par_hs2020,d_par_sido2020,x_par_hs_low2020,x_par_sido_low2020,geo2
31200,306,4.2483659,60.130718,32.026142,67.973854,312001,6,148,13,184,.34280938,.31306788,.063188583,.16012496,442,12.895927,46.153847,66.968323,33.031673,312001,8,94,57,204,.32043344,.29831475,.20231333,.31341285,409,13.447433,35.696823,78.728607,21.271393,312001,2,50,55,146,.30610213,.32383463,.24705978,.28288129,536,17.723881,29.850746,79.291046,20.708956,312001,11,66,95,160,.29671052,.31937793,.33617577,.37296727,489,19.631903,22.903885,82.822083,17.177914,312002,88,81,96,112,.19345239,.36484686,.4333615,.45672023,경기도 파주시
31210,367,5.1771116,59.673023,41.416893,58.583107,312102,16,68,19,219,.53160298,.31306788,.072575063,.16012496,345,10.724638,51.014492,50.434784,49.565216,312101,5,111,37,176,.49554667,.29831475,.14902149,.31341285,295,9.4915257,39.322033,72.881355,27.118645,312101,7,46,28,116,.14655173,.32383463,.19163205,.28288129,261,8.4291191,39.846745,66.283524,33.716476,312102,19,54,22,104,.34440559,.31937793,.1623556,.37296727,234,9.8290596,26.495726,72.222221,27.777779,312102,20,39,23,62,.24053296,.36484686,.25603524,.45672023,경기도 이천시
31220,225,4,59.111111,38.666668,61.333332,312201,2,97,9,133,.50710106,.31306788,.058797453,.16012496,237,11.392406,48.523209,55.696201,44.303799,312201,1,70,27,115,.57165861,.29831475,.15186773,.31341285,206,9.2233009,45.631069,60.679611,39.320389,312201,4,45,19,94,.26819709,.32383463,.16125366,.28288129,255,11.764706,35.294117,69.019608,30.980392,312201,8,40,30,90,.17777778,.31937793,.24382716,.37296727,209,12.91866,32.535885,76.076553,23.923445,312202,23,50,27,68,.11655773,.36484686,.27979636,.45672023,경기도 안성시
31230,280,4.6428571,54.642857,48.92857,51.07143,312301,3,103,13,153,.44243339,.31306788,.073519133,.16012496,356,21.348314,34.269665,75.561798,24.438202,312302,69,67,76,122,.3587144,.29831475,.32952726,.31341285,333,12.012012,34.834835,76.876877,23.123123,312302,37,65,40,116,.36465517,.32383463,.22768763,.28288129,417,15.58753,25.419664,85.611511,14.388489,312302,60,82,65,106,.14949201,.31937793,.36590394,.37296727,469,23.027719,18.336887,86.353943,13.646055,312302,101,59,108,86,.24913867,.36484686,.49770436,.45672023,경기도 김포시
31240,305,3.2786884,64.262299,23.934425,76.065575,312401,7,161,10,196,.12142857,.31306788,.048323933,.16012496,418,11.483253,50.95694,57.416267,42.583733,312402,41,89,48,213,.4363263,.29831475,.1628882,.31341285,634,15.141955,32.807571,79.653,20.347004,312401,8,73,96,208,.26762819,.32383463,.29078567,.28288129,733,20.463848,26.193724,84.5839,15.416099,312402,137,141,150,192,.17895833,.31937793,.41585931,.37296727,856,23.481308,18.341122,86.331779,13.668224,312402,185,113,201,157,.20065279,.36484686,.52155632,.45672023,경기도 화성시
31250,219,2.2831051,52.511417,16.894978,83.105026,312501,0,104,5,115,.90434784,.31306788,.029891305,.16012496,348,9.7701149,43.678162,50.574711,49.425289,312502,22,53,34,152,.29837462,.29831475,.17269322,.31341285,335,8.6567163,42.686565,50.447762,49.552238,312501,10,92,29,143,.29852906,.32383463,.15987737,.28288129,380,13.421053,31.052631,43.684212,56.315788,312501,21,87,51,118,.32552344,.31937793,.27256414,.37296727,336,14.285714,27.678572,46.130951,53.869049,312502,27,25,48,93,.29368278,.36484686,.31210443,.45672023,경기도 광주시
31260,203,2.9556651,64.039406,28.571428,71.428574,312601,1,102,6,130,.61794871,.31306788,.040251657,.16012496,264,9.848485,49.621212,67.803032,32.196968,312601,3,61,26,131,.35026425,.29831475,.15397865,.31341285,292,4.452055,48.972603,73.287674,26.712328,312601,1,53,13,143,.2937063,.32383463,.080907114,.28288129,258,8.139535,36.046513,79.844963,20.155039,312602,20,60,21,93,.30721965,.31937793,.17172675,.37296727,255,12.941176,32.941177,87.84314,12.156863,312602,33,66,33,84,.21428572,.36484686,.26190478,.45672023,경기도 양주시
31270,234,1.7094017,68.376068,22.649572,77.350426,312701,2,136,4,160,.34999999,.31306788,.023857303,.16012496,236,3.8135593,66.101692,36.864407,63.135593,312701,5,106,9,156,.12393162,.29831475,.054349221,.31341285,214,5.1401868,59.345795,48.13084,51.86916,312701,2,79,11,127,.44022906,.32383463,.075035945,.28288129,226,5.3097343,44.247787,51.769913,48.230087,312701,5,55,12,100,.13333334,.31937793,.10641026,.37296727,164,4.2682929,40.243904,56.097561,43.902439,312701,3,38,7,66,.14718615,.36484686,.095158905,.45672023,경기도 포천시
31280,168,.59523809,75,17.857143,82.14286,312802,1,16,1,126,.87301588,.31306788,.0074696545,.16012496,178,5.6179776,62.921349,29.77528,70.224716,312801,5,85,10,112,.25892857,.29831475,.07983011,.31341285,164,9.7560978,51.829269,50.609756,49.390244,312801,4,55,16,85,.39705881,.32383463,.14470874,.28288129,163,8.5889568,42.331287,51.533741,48.466259,312801,5,39,14,69,.20807454,.31937793,.1645637,.37296727,186,8.6021509,30.107527,50.537636,49.462364,312801,8,34,16,56,.10714286,.36484686,.22040816,.45672023,경기도 여주시
31350,58,0,60.344826,20.689655,79.310349,313501,0,30,0,35,0,.31306788,0,.16012496,79,6.329114,64.556961,18.987341,81.012657,313501,5,46,5,51,.098039217,.29831475,.088427529,.31341285,88,5.681818,51.136364,44.31818,55.68182,313501,3,30,5,45,.06666667,.32383463,.099821746,.28288129,51,7.8431373,49.019608,41.176472,58.823528,313501,1,18,4,25,.47,.31937793,.12189474,.37296727,68,10.294118,29.411764,54.411766,45.588234,313502,5,5,7,20,.4642857,.36484686,.21323529,.45672023,경기도 연천군
31370,67,2.9850745,71.641792,25.373135,74.626869,313701,0,42,2,48,.875,.31306788,.03125,.16012496,69,4.347826,53.623188,17.391304,82.608696,313701,3,33,3,37,.10810811,.29831475,.074324325,.31341285,87,8.0459766,41.379311,40.229885,59.770115,313701,2,23,7,36,.3531746,.32383463,.15141976,.28288129,66,10.606061,42.424244,33.333332,66.666664,313701,6,21,7,28,.10714286,.31937793,.19791667,.37296727,79,17.721519,30.379747,43.037975,56.962025,313701,6,18,14,24,.32142857,.36484686,.33035713,.45672023,경기도 가평군
31380,118,4.237288,69.491524,12.711864,87.288139,313801,4,74,5,82,.10243902,.31306788,.057119034,.16012496,137,10.218978,54.014599,21.167883,78.832115,313801,11,61,14,74,.038610037,.29831475,.15887763,.31341285,102,8.8235292,45.098038,30.392157,69.607841,313801,6,36,9,46,.11594203,.32383463,.16196847,.28288129,125,14.4,36.799999,33.599998,66.400002,313801,11,37,18,46,.19323671,.31937793,.26992753,.37296727,102,20.588236,20.588236,30.392157,69.607841,313802,9,1,21,21,.38095239,.36484686,.40000001,.45672023,경기도 양평군
32010,437,9.3821507,54.691074,53.546909,46.453091,320101,7,148,41,239,.44851515,.34480876,.13153084,.071850739,453,15.89404,40.838852,63.796909,36.203091,320101,11,96,72,185,.36614114,.24574298,.24898644,.17463407,380,14.473684,35.789474,67.631577,32.36842,320101,9,64,55,136,.30695188,.27937889,.26439857,.16627103,374,21.390375,32.620319,71.925133,28.074867,320102,64,69,80,122,.23442623,.26376411,.37289232,.25554416,250,25.200001,22,74.400002,25.6,320102,53,30,63,55,.29581529,.23667185,.47817242,.36160344,강원특별자치도 춘천시
32020,536,5.2238808,49.813435,61.007462,38.992538,320202,23,134,28,267,.31955591,.34480876,.091570839,.071850739,490,15.510204,45.918365,71.428574,28.571428,320202,70,132,76,225,.33438596,.24574298,.22835083,.17463407,503,13.121272,41.550697,78.528824,21.471172,320201,6,69,66,209,.23923445,.27937889,.22736841,.16627103,441,18.594105,31.97279,79.138321,20.861677,320202,71,99,82,141,.163726,.26376411,.35506412,.25554416,338,21.301775,21.597633,86.390533,13.609468,320202,65,57,72,73,.12195586,.23667185,.48271805,.36160344,강원특별자치도 원주시
32030,408,9.3137255,55.14706,54.411766,45.588234,320302,35,91,38,225,.51660818,.34480876,.12538704,.071850739,363,12.672176,47.382919,60.055096,39.944904,320301,10,87,46,172,.28842264,.24574298,.19917633,.17463407,303,13.861386,40.594059,68.316833,31.683168,320302,37,67,42,123,.33623692,.27937889,.23111141,.16627103,273,19.78022,35.164837,61.172161,38.827839,320301,13,55,54,96,.33217594,.26376411,.32306984,.25554416,186,21.505377,25.268818,68.279572,31.72043,320302,31,28,40,47,.17925532,.23667185,.44295761,.36160344,강원특별자치도 강릉시
32040,193,2.0725389,64.248703,55.440414,44.559586,320402,3,63,4,124,.24193548,.34480876,.031028286,.071850739,163,16.564417,47.85276,72.392639,27.607363,320402,24,48,27,78,.27350429,.24574298,.24009325,.17463407,153,12.418301,42.483662,73.856209,26.143791,320402,17,36,19,65,.34089068,.27937889,.20643288,.16627103,130,6.9230771,40.76923,77.692307,22.307692,320401,0,19,9,53,.35849056,.26376411,.13426942,.25554416,157,17.834394,31.210192,80.891716,19.10828,320402,26,32,28,49,.27551019,.23667185,.32927147,.36160344,강원특별자치도 동해시
32050,102,3.9215686,72.549019,34.313725,65.686272,320501,4,52,4,74,.2972973,.34480876,.050193049,.071850739,85,9.4117651,58.823528,48.235294,51.764706,320501,2,28,8,50,.31,.24574298,.13161905,.17463407,102,8.8235292,45.098038,67.647057,32.35294,320501,3,22,9,46,.14492753,.27937889,.16173913,.16627103,107,12.149532,33.644859,71.028038,28.971962,320502,11,22,13,36,.23504274,.26376411,.25231481,.25554416,136,26.470589,23.529411,76.470589,23.529411,320502,29,17,36,32,.27430555,.23667185,.48406622,.36160344,강원특별자치도 태백시
32060,155,5.8064518,65.161293,58.709679,41.290321,320601,0,49,9,101,.48514852,.34480876,.075961694,.071850739,207,8.695652,48.309177,63.768116,36.231884,320601,3,47,18,100,.30333334,.24574298,.14511177,.17463407,162,8.0246916,45.679012,68.518517,31.481482,320601,2,34,13,74,.30561331,.27937889,.1421127,.16627103,140,7.8571429,31.428572,76.428574,23.571428,320602,10,29,11,44,.25,.26376411,.19030449,.25554416,121,11.570248,28.925619,84.297523,15.702479,320602,11,27,14,35,.014285714,.23667185,.28564593,.36160344,강원특별자치도 속초시
32070,116,1.7241379,68.103447,42.241379,57.758621,320701,1,57,2,79,.22151899,.34480876,.024547853,.071850739,101,7.9207921,63.366337,46.534653,53.465347,320701,2,36,8,64,.3125,.24574298,.10681114,.17463407,102,2.9411764,59.803921,52.941177,47.058823,320701,2,31,3,61,.15846995,.27937889,.046664424,.16627103,81,7.4074073,34.567902,71.604935,28.395061,320701,1,10,6,28,.19047619,.26376411,.17221908,.25554416,86,15.116279,26.744186,81.395348,18.60465,320702,10,17,13,23,.030100334,.23667185,.36070853,.36160344,강원특별자치도 삼척시
32310,92,2.173913,80.434784,18.47826,81.521736,323101,1,60,2,74,.3108108,.34480876,.025904594,.071850739,124,8.0645161,68.548386,20.161291,79.838707,323101,7,72,10,85,.14705883,.24574298,.10373232,.17463407,85,3.5294118,64.705879,38.823528,61.176472,323101,1,38,3,55,.35757574,.27937889,.050251503,.16627103,84,3.5714285,54.761906,35.714287,64.285713,323102,3,12,3,46,.73913044,.26376411,.052173913,.25554416,72,6.9444447,41.666668,44.444443,55.555557,323102,2,11,5,30,.033333335,.23667185,.1427739,.36160344,강원특별자치도 홍천군
32320,51,3.9215686,70.588234,15.686275,84.313728,323201,2,31,2,36,.1388889,.34480876,.052188553,.071850739,81,7.4074073,62.962963,27.160494,72.839508,323201,2,42,6,51,.49019608,.24574298,.091731794,.17463407,71,8.4507046,61.971832,26.760563,73.239433,323201,6,34,6,44,.22727273,.27937889,.11590909,.16627103,61,9.8360653,49.180328,37.704918,62.295082,323201,2,24,6,30,.46666667,.26376411,.14153846,.25554416,59,10.169492,28.813559,59.322033,40.677967,323202,4,7,6,17,.25490198,.23667185,.24777183,.36160344,강원특별자치도 횡성군
32330,78,3.8461537,74.358971,29.487179,70.512817,323301,3,43,3,58,.25862068,.34480876,.048350826,.071850739,44,13.636364,63.636364,20.454546,79.545456,323301,5,24,6,28,.023809524,.24574298,.17635468,.17463407,67,4.477612,58.208954,19.402985,80.597015,323301,3,34,3,39,.12820514,.27937889,.070686072,.16627103,60,5,46.666668,35,65,323301,2,19,3,28,.011904762,.26376411,.096768707,.25554416,61,14.754098,32.786884,52.459015,47.540985,323302,7,7,9,20,.42777777,.23667185,.26166666,.36160344,강원특별자치도 영월군
32340,68,0,76.470589,7.352941,92.647057,323401,0,49,0,52,0,.34480876,0,.071850739,86,9.3023252,75.581398,8.139535,91.860466,323401,7,60,8,65,.048076924,.24574298,.10926139,.17463407,83,2.4096386,62.650604,19.277109,80.722893,323401,0,40,2,52,.76923078,.27937889,.032967035,.16627103,74,5.4054055,51.351353,31.081081,68.918922,323401,3,29,4,38,.013157895,.26376411,.095230266,.25554416,46,15.217391,32.608696,43.47826,56.52174,323402,3,11,7,15,.30476192,.23667185,.2904762,.36160344,강원특별자치도 평창군
32350,84,1.1904762,82.14286,30.952381,69.047623,323502,0,18,1,69,.26086956,.34480876,.014214047,.071850739,62,4.8387098,69.354836,37.096775,62.903225,323501,1,29,3,43,.34108528,.24574298,.063178293,.17463407,63,6.3492064,49.206348,41.26984,58.73016,323501,2,21,4,31,.17741935,.27937889,.11266948,.16627103,59,8.474576,38.983051,30.508474,69.491524,323501,1,19,5,23,.62608695,.26376411,.12826087,.25554416,55,5.4545455,52.727272,63.636364,36.363636,323502,2,16,3,29,.11494253,.23667185,.093322389,.36160344,강원특별자치도 정선군
32360,70,1.4285715,78.571426,17.142857,82.85714,323601,1,46,1,55,.16363636,.34480876,.01779497,.071850739,79,1.2658228,70.886078,13.92405,86.075951,323601,1,52,1,56,.071428575,.24574298,.017520215,.17463407,89,4.4943819,48.314606,39.325844,60.674156,323601,2,32,4,43,.24418604,.27937889,.083131641,.16627103,77,11.688312,33.766235,42.857143,57.142857,323602,5,6,9,26,.32478634,.26376411,.23310024,.25554416,95,10.526316,29.473684,52.63158,47.36842,323602,6,11,10,28,.20714286,.23667185,.25430173,.36160344,강원특별자치도 철원군
32370,74,4.0540543,74.324326,29.729731,70.270271,323701,1,42,3,55,.43030304,.34480876,.049274135,.071850739,41,4.8780489,53.658535,34.146343,65.853661,323701,2,17,2,22,.22727273,.24574298,.081339709,.17463407,67,1.4925373,50.746269,44.776119,55.223881,323702,0,10,1,34,.29411766,.27937889,.028235294,.16627103,57,10.526316,45.614037,22.807018,77.192986,323701,4,24,6,26,.25641027,.26376411,.17032968,.25554416,61,11.47541,26.229507,47.540985,52.459015,323701,2,13,7,16,.52678573,.23667185,.22552083,.36160344,강원특별자치도 화천군
32380,75,4,77.333336,5.3333335,94.666664,323801,1,57,3,58,.64942527,.34480876,.028438367,.071850739,37,2.7027028,59.459461,24.324324,75.675674,323801,0,19,1,22,.86363637,.24574298,.03409091,.17463407,58,8.6206894,51.724136,34.482758,65.517242,323802,3,4,5,30,.46666667,.27937889,.11904762,.16627103,47,4.2553191,31.914894,42.553192,57.446808,323801,1,14,2,15,.43333334,.26376411,.095555559,.25554416,49,10.204082,28.571428,34.693878,65.306122,323801,3,13,5,14,.32857144,.23667185,.22172619,.36160344,강원특별자치도 양구군
32390,79,0,64.556961,26.582279,73.417725,323901,0,36,0,51,0,.34480876,0,.071850739,46,2.173913,58.695652,32.608696,67.391304,323901,1,21,1,27,.22222222,.24574298,.035353534,.17463407,84,5.9523811,61.904762,25,75,323901,4,42,5,52,.0076923077,.27937889,.087716632,.16627103,72,12.5,36.111111,43.055557,56.944443,323901,6,18,9,26,.025641026,.26376411,.256993,.25554416,53,9.4339619,35.849056,54.71698,45.28302,323901,2,13,5,19,.28421053,.23667185,.19649123,.36160344,강원특별자치도 인제군
32400,78,0,87.179489,14.102564,85.897438,324001,0,59,0,68,0,.34480876,0,.071850739,39,0,74.358971,0,100,324001,0,29,0,29,0,.24574298,0,.17463407,40,5,70,35,65,324001,1,19,2,28,.17857143,.27937889,.066071428,.16627103,42,7.1428571,45.238094,35.714287,64.285713,324001,1,18,3,19,.61403507,.26376411,.084949218,.25554416,41,19.512196,34.146343,34.146343,65.853661,324001,5,11,8,14,.16071428,.23667185,.35267857,.36160344,강원특별자치도 고성군
32410,74,0,75.675674,17.567568,82.432434,324101,0,48,0,56,0,.34480876,0,.071850739,49,10.204082,59.183674,10.204082,89.795921,324101,4,27,5,29,.13103448,.24574298,.14312199,.17463407,51,5.8823528,54.901962,43.137257,56.862743,324101,2,18,3,28,.023809524,.27937889,.096753247,.16627103,43,2.3255813,34.88372,32.55814,67.441864,324101,0,10,1,15,.66666669,.26376411,.055555556,.25554416,38,13.157895,34.210526,60.526318,39.473682,324102,5,8,5,13,.38461539,.23667185,.23668639,.36160344,강원특별자치도 양양군
33020,423,5.4373522,58.392433,57.919621,42.080379,330201,4,139,23,247,.38883999,.31574538,.081156246,.096655123,395,10.632912,52.911392,51.392406,48.607594,330201,7,130,42,209,.45534289,.26201147,.1478312,.19087803,335,9.8507462,43.880596,63.880596,36.119404,330201,3,63,33,147,.33766234,.23669265,.16985646,.17592904,269,11.895911,33.085503,61.710037,38.289963,330201,1,51,32,89,.54178369,.23090044,.20284532,.26824299,198,19.191919,31.818182,66.161613,33.838383,330202,31,28,38,63,.37134504,.23122893,.32611424,.36214772,충청북도 충주시
33030,273,2.1978023,67.765564,50.183151,49.816849,330301,0,106,6,185,.57297295,.31574538,.030143084,.096655123,230,9.130435,55.217392,63.47826,36.52174,330302,19,74,21,127,.32208472,.26201147,.13421695,.19087803,215,8.3720932,47.44186,59.069767,40.930233,330301,3,53,18,102,.35294119,.23669265,.14042805,.17592904,184,10.869565,38.586956,59.782608,40.217392,330301,7,35,20,71,.14295775,.23090044,.21668103,.26824299,180,12.222222,28.888889,71.666664,28.333334,330302,16,32,22,52,.11188811,.23122893,.29388559,.36214772,충청북도 제천시
33040,1382,9.5513744,49.565845,59.91317,40.08683,330402,105,325,132,685,.32100198,.31574538,.15252079,.096655123,1337,17.277487,43.231113,64.771881,35.228123,330401,34,268,231,578,.31648168,.26201147,.26059833,.19087803,1282,13.026521,37.75351,70.592827,29.407177,330401,25,191,167,484,.2449275,.23669265,.2432902,.17592904,1088,18.014706,30.330883,76.470589,23.529411,330402,173,211,196,330,.24325912,.23090044,.3464683,.26824299,1072,20.708956,20.802238,81.25,18.75,330402,193,159,222,223,.15636489,.23122893,.48043033,.36214772,충청북도 청주시
33320,61,3.2786884,72.131149,19.672131,80.327866,333201,2,39,2,44,.11363637,.31574538,.04323725,.096655123,63,1.5873016,74.603172,4.7619047,95.238098,333202,0,0,1,47,0,.26201147,.020833334,.19087803,49,6.1224489,48.979591,18.367348,81.632652,333202,0,2,3,24,.083333336,.23669265,.11,.17592904,46,4.347826,43.47826,39.130436,60.869564,333202,0,6,2,20,.30000001,.23090044,.087499999,.26824299,39,7.6923075,43.589745,46.153847,53.846153,333202,2,8,3,17,.19607843,.23122893,.14705883,.36214772,충청북도 보은군
33330,82,2.4390244,65.853661,28.04878,71.951218,333301,1,40,2,54,.24074075,.31574538,.0353508,.096655123,82,8.5365858,59.756096,28.04878,71.951218,333301,2,43,7,49,.59183675,.26201147,.094660893,.19087803,68,7.352941,48.529411,35.294117,64.705879,333301,1,27,5,33,.61818182,.23669265,.10194805,.17592904,52,9.6153851,61.53846,36.53846,63.46154,333302,2,9,5,32,.11875,.23090044,.13406906,.26824299,55,5.4545455,47.272728,41.81818,58.18182,333302,1,9,3,26,.012820513,.23122893,.1034413,.36214772,충청북도 옥천군
33340,70,2.8571429,70,12.857142,87.14286,333401,2,46,2,49,.06122449,.31574538,.039115645,.096655123,95,5.2631578,69.473686,22.105263,77.894737,333401,5,53,5,66,.1969697,.26201147,.069226749,.19087803,64,4.6875,64.0625,29.6875,70.3125,333401,1,32,3,41,.44715446,.23669265,.063562453,.17592904,53,3.7735848,50.943398,22.64151,77.35849,333401,2,22,2,27,.18518518,.23090044,.067901231,.26824299,51,3.9215686,52.941177,47.058823,52.941177,333401,0,17,2,27,.62962961,.23122893,.061728396,.36214772,충청북도 영동군
33350,91,1.0989012,67.032967,34.065933,65.934067,333502,1,15,1,61,.75409836,.31574538,.015368853,.096655123,94,1.0638298,56.38298,42.553192,57.446808,333501,0,32,1,53,.60377359,.26201147,.018010292,.19087803,106,1.8867924,58.490566,62.264153,37.735847,333501,0,28,2,62,.45161289,.23669265,.030465949,.17592904,84,4.7619047,47.619049,58.333332,41.666668,333502,4,21,4,40,.47499999,.23090044,.083999999,.26824299,120,12.5,40,80.833336,19.166666,333502,12,36,15,48,.050000001,.23122893,.2375,.36214772,충청북도 진천군
33360,62,0,77.419357,0,100,333601,0,48,0,48,0,.31574538,0,.096655123,51,5.8823528,70.588234,1.9607843,98.039215,333601,3,35,3,36,.027777778,.26201147,.076754384,.19087803,54,3.7037036,72.222221,18.518518,81.481483,333601,2,33,2,39,.15384616,.23669265,.048351649,.17592904,46,2.173913,43.47826,21.73913,78.260872,333601,1,17,1,20,.15000001,.23090044,.047222223,.26824299,45,24.444445,37.777779,35.555557,64.444443,333601,9,10,11,17,.22994652,.23122893,.37014103,.36214772,충청북도 괴산군
33370,130,3.0769231,64.615387,36.923077,63.076923,333701,2,61,4,84,.22619048,.31574538,.044958428,.096655123,114,3.5087719,56.14035,39.473682,60.526318,333701,3,44,4,64,.0625,.26201147,.058763932,.19087803,138,5.072464,46.376812,60.144928,39.855072,333701,3,30,7,64,.040178571,.23669265,.098534688,.17592904,95,9.4736843,38.947369,66.315788,33.684212,333701,1,16,9,37,.32132131,.23090044,.18200757,.26824299,97,9.2783508,30.927835,74.226807,25.773195,333702,8,21,9,30,.18888889,.23122893,.22310345,.36214772,충청북도 음성군
33380,103,2.9126213,72.815536,21.359222,78.640778,333801,2,63,3,75,.17333333,.31574538,.038153846,.096655123,55,10.909091,65.454544,18.181818,81.818184,333801,4,35,6,36,.30555555,.26201147,.11823362,.19087803,59,1.6949153,47.457626,28.813559,71.18644,333801,0,24,1,28,.85714287,.23669265,.028571429,.17592904,40,12.5,40,30,70,333801,5,12,5,16,.25,.23090044,.22058824,.26824299,42,21.428572,35.714287,47.619049,52.380951,333801,4,10,9,15,.22222222,.23122893,.35714287,.36214772,충청북도 단양군
33390,51,0,58.823528,58.823528,41.176472,333901,0,17,0,30,0,.31574538,0,.096655123,48,8.333333,47.916668,58.333332,41.666668,333901,0,14,4,23,.60869563,.26201147,.12040134,.19087803,93,3.2258065,61.290321,66.666664,33.333332,333901,0,23,3,57,.40350878,.23669265,.048364155,.17592904,74,8.1081085,39.18919,81.081078,18.918919,333902,6,24,6,29,.1724138,.23090044,.16551724,.26824299,50,20,40,82,18,333902,9,16,10,20,.1,.23122893,.32800001,.36214772,충청북도 증평군
34010,789,8.2382765,49.5564,62.737644,37.262356,340101,8,211,65,391,.41656503,.29038283,.13043198,.072144568,870,16.896551,43.333332,73.218391,26.781609,340102,124,238,147,377,.21223769,.21923767,.26859266,.18014085,852,13.497653,38.967136,78.286385,21.713615,340102,109,217,115,332,.29421163,.24289097,.23571594,.17217346,763,13.761468,31.454784,79.685455,20.314548,340102,96,167,105,240,.21845238,.19838464,.28737655,.24784492,720,18.611111,26.666666,82.777779,17.222221,340102,122,140,134,192,.18128109,.21407397,.39031687,.31860358,충청남도 천안시
34020,202,4.4554458,62.376236,39.603962,60.396038,340201,4,93,9,126,.29365081,.29038283,.064898066,.072144568,177,10.734464,47.457626,49.152542,50.847458,340201,8,55,19,84,.23370928,.21923767,.17808485,.18014085,147,10.204082,40.816326,59.863945,40.136055,340201,2,35,15,60,.44999999,.24289097,.17407539,.17217346,134,11.940298,44.02985,53.731342,46.268658,340202,9,24,16,59,.15572034,.19838464,.20980996,.24784492,119,18.487394,31.092438,59.663864,40.336136,340201,5,27,22,37,.50245702,.21407397,.28419045,.31860358,충청남도 공주시
34030,173,1.734104,66.473991,45.086704,54.913296,340301,1,75,3,115,.31884059,.29038283,.025144383,.072144568,144,11.111111,59.722221,44.444443,55.555557,340301,4,60,16,86,.44767442,.21923767,.13907589,.18014085,167,5.9880238,53.892216,60.479042,39.520958,340302,8,43,10,90,.32222223,.24289097,.096260726,.17217346,114,8.7719297,44.736843,57.017544,42.982456,340302,8,26,10,51,.29019609,.19838464,.15626468,.24784492,137,9.4890509,40.875912,57.664234,42.335766,340301,3,30,13,56,.30494505,.21407397,.17766955,.31860358,충청남도 보령시
34040,275,3.2727273,63.272728,45.81818,54.18182,340401,1,108,9,174,.50957853,.29038283,.046700925,.072144568,301,8.6378736,57.475082,59.136211,40.863789,340401,5,92,26,173,.33948421,.21923767,.12380774,.18014085,380,9.2105265,46.578949,76.842102,23.157894,340401,4,60,35,177,.22469734,.24289097,.1596427,.17217346,387,15.503876,34.366924,83.979332,16.020672,340402,54,102,60,133,.1330827,.19838464,.30326855,.24784492,419,14.319809,28.878283,80.906921,19.093079,340401,10,33,60,121,.10606061,.21407397,.32692957,.31860358,충청남도 아산시
34050,263,7.2243347,62.737644,40.304184,59.695816,340501,4,118,19,165,.5046252,.29038283,.092362545,.072144568,243,14.814815,45.679012,59.67078,40.32922,340501,8,59,36,111,.3093093,.21923767,.22743042,.18014085,244,10.245902,46.311474,74.180328,25.819672,340502,21,72,25,113,.20283186,.24289097,.1761284,.17217346,232,8.6206894,34.913792,72.413795,27.586206,340502,14,49,20,81,.095061727,.19838464,.19680889,.24784492,230,11.304348,30.434782,83.478264,16.52174,340502,22,53,26,70,.089010991,.21407397,.26835373,.31860358,충청남도 서산시
34060,232,3.8793104,70.258621,26.293104,73.706894,340601,4,135,9,163,.38377643,.29038283,.049860835,.072144568,218,9.1743116,54.587154,47.247707,52.752293,340601,4,81,20,119,.48067227,.21923767,.12664726,.18014085,140,9.2857141,47.857143,52.142857,47.857143,340602,10,24,13,67,.41102183,.24289097,.14721151,.17217346,130,10,41.53846,53.846153,46.153847,340601,6,35,13,54,.18660969,.19838464,.18958029,.24784492,122,9.0163937,39.344261,57.377048,42.622952,340602,8,20,11,48,.31060606,.21407397,.17549923,.31860358,충청남도 논산시
34070,65,4.6153846,27.692308,89.230766,10.769231,340701,0,6,3,18,.33333334,.29038283,.13333334,.072144568,79,13.92405,22.784811,88.607597,11.392406,340701,0,5,11,18,.27777779,.21923767,.33101851,.18014085,185,18.918919,16.756756,93.513512,6.4864864,340701,3,5,35,31,.075576037,.24289097,.52322024,.17217346,210,19.523809,16.666666,90.476189,9.5238094,340702,37,31,41,35,.016724739,.19838464,.53907561,.24784492,234,24.358974,10.683761,90.598289,9.4017096,340701,6,3,57,25,.014736842,.21407397,.69479454,.31860358,충청남도 계룡시
