geo2,geocodenum,p_hs_sigungu2006,p_hs_sido2006,mean2006,gini2006,theil2006,low_inc_dong2006,hi_inc_dong2006,low_inc_sigungu2006,hi_inc_sigungu2006,hsppl2006,d_inc_sigungu2006,x_inc_sigungu_low2006,x_inc_sigungu_high2006,d_inc_sido2006,x_inc_sido_low2006,x_inc_sido_high2006,geocode_str,p_hs_sigungu2010,p_hs_sido2010,mean2010,gini2010,theil2010,low_inc_dong2010,hi_inc_dong2010,low_inc_sigungu2010,hi_inc_sigungu2010,hsppl2010,d_inc_sigungu2010,x_inc_sigungu_low2010,x_inc_sigungu_high2010,d_inc_sido2010,x_inc_sido_low2010,x_inc_sido_high2010
경상북도 칠곡군,37390,,,,,,,,,,,,,,,,,14-223-011,.050038274,.022764748,334.18668,.27497506,.15011913,2815,789,144,39,694,.31730768,.19360532,.71485043,.25659272,.20520614,.72350812
경상북도 예천군,37400,,,,,,,,,,,,,,,,,14-224-011,.074873887,.022764748,317.56204,.39259666,.28988716,2815,789,83,13,228,.39110288,.11461832,.73179382,.25659272,.20520614,.72350812
경상북도 봉화군,37410,,,,,,,,,,,,,,,,,14-225-011,.089776859,.022764748,276.8027,.33091673,.20748201,2815,789,72,2,157,.59722221,.025937798,.9337607,.25659272,.20520614,.72350812
경상북도 울진군,37420,,,,,,,,,,,,,,,,,14-226-011,.066738255,.022764748,365.58881,.36674953,.23796643,2815,789,81,31,247,.41736361,.21189572,.55366302,.25659272,.20520614,.72350812
경상남도 진주시,38030,,,,,,,,,,,,,,,,,15-233-011,.057122145,.029604748,360.39426,.3209295,.19613615,2815,789,410,132,1704,.44434589,.19876529,.61737704,.21958254,.25909775,.6871255
경상남도 통영시,38050,,,,,,,,,,,,,,,,,15-234-011,.061652262,.029604748,331.16281,.32074144,.19771282,2815,789,149,41,639,.44180718,.17840669,.64835602,.21958254,.25909775,.6871255
경상남도 사천시,38060,,,,,,,,,,,,,,,,,15-235-011,.075439058,.029604748,320.94537,.29869083,.16640985,2815,789,143,33,585,.50349653,.14830655,.64266169,.21958254,.25909775,.6871255
경상남도 김해시,38070,,,,,,,,,,,,,,,,,15-236-011,.059072681,.029604748,372.18594,.29843667,.17315918,2815,789,410,241,2465,.18997066,.3526279,.59990638,.21958254,.25909775,.6871255
경상남도 밀양시,38080,,,,,,,,,,,,,,,,,15-237-011,.06550055,.029604748,295.34824,.36870936,.25343502,2815,789,114,26,360,.5688259,.14175588,.62154496,.21958254,.25909775,.6871255
경상남도 거제시,38090,,,,,,,,,,,,,,,,,15-238-031,.052556049,.029604748,366.6962,.28126332,.1505352,1050,245,194,131,1381,.36385456,.32052389,.47466895,.21958254,.25909775,.6871255
경상남도 양산시,38100,,,,,,,,,,,,,,,,,15-239-012,.036872473,.029604748,414.45657,.36120033,.24775827,1034,378,215,123,1222,.41652486,.2922816,.51089877,.21958254,.25909775,.6871255
경상남도 창원시,38110,,,,,,,,,,,,,,,,,15-228-011,.020946587,.029604748,340.91486,.30113646,.19144273,2815,789,236,72,1303,.38064972,.20720814,.67918223,.21958254,.25909775,.6871255
경상남도 창원시(구마산시),38113,,,,,,,,,,,,,,,,,15-230-031,.042517353,.029604748,313.96835,.31998143,.18869455,1050,245,177,55,727,.35757574,.20587324,.66253752,.21958254,.25909775,.6871255
경상남도 의령군,38310,,,,,,,,,,,,,,,,,15-240-011,.13538215,.029604748,271.57834,.34603205,.2189662,2815,789,46,4,133,.54347825,.073043481,.83999997,.21958254,.25909775,.6871255
경상남도 함안군,38320,,,,,,,,,,,,,,,,,15-241-011,.072711095,.029604748,268.52057,.36887661,.25066724,2815,789,103,16,258,.54915047,.11423948,.73541665,.21958254,.25909775,.6871255
경상남도 창녕군,38330,,,,,,,,,,,,,,,,,15-242-011,.080346689,.029604748,294.4845,.31630847,.19000749,2815,789,78,21,345,.31501833,.18451157,.68532872,.21958254,.25909775,.6871255
경상남도 고성군,38340,,,,,,,,,,,,,,,,,15-243-011,.060416222,.029604748,240.08749,.43960261,.35961148,2815,789,49,5,151,.48979592,.084897958,.83200002,.21958254,.25909775,.6871255
경상남도 남해군,38350,,,,,,,,,,,,,,,,,15-244-011,.057197027,.029604748,247.94176,.35258067,.23406573,2815,789,79,3,192,.83544302,.02933494,.77248675,.21958254,.25909775,.6871255
경상남도 하동군,38360,,,,,,,,,,,,,,,,,15-245-011,.050660551,.029604748,304.09839,.35247353,.23179349,2815,789,70,24,228,.55238098,.16353741,.47698411,.21958254,.25909775,.6871255
경상남도 산청군,38370,,,,,,,,,,,,,,,,,15-246-011,.064813919,.029604748,260.1582,.42427608,.33086738,2815,789,71,9,146,.41158059,.10299747,.81253558,.21958254,.25909775,.6871255
경상남도 함양군,38380,,,,,,,,,,,,,,,,,15-247-011,.023361208,.029604748,188.73489,.40453863,.35797825,2815,789,40,0,59,0,0,0,.21958254,.25909775,.6871255
경상남도 거창군,38390,,,,,,,,,,,,,,,,,15-248-011,.04969969,.029604748,278.2868,.38884649,.29441959,2815,789,84,11,187,.54761904,.10050366,.76748252,.21958254,.25909775,.6871255
경상남도 합천군,38400,,,,,,,,,,,,,,,,,15-249-011,.091927402,.029604748,303.37732,.32638967,.1977782,2815,789,80,11,231,.47159091,.095146105,.69197166,.21958254,.25909775,.6871255
제주특별자치도 제주시,39010,,,,,,,,,,,,,,,,,16-250-011,.048284657,.0014846241,321.8187,.32118681,.19526932,2815,789,629,123,2017,.47365156,.1335545,.6829738,.01576044,.16068587,.83913732
제주특별자치도 서귀포시,39020,,,,,,,,,,,,,,,,,16-251-011,.021339089,.0014846241,317.34399,.29918423,.17180271,2815,789,217,39,791,.42159989,.13300882,.74007475,.01576044,.16068587,.83913732
